@Jessica_Chobot did you see the yakuza vs zombies .... smh but cool at the same time	['the yakuza']
Then waking up is the hardest part	['the hardest part', 'waking up']
@thelazymarmot ohh really ? but well you saw most of the concert right ? have you seen them before ??	['the concert']
@ClaireMcD22 I honestly don't know how she does it , she works from 8am till 9pm at least 4 days a week . She's off mon/tues ,	['She', 'mon/tues']
Totes just pissed off the Vista del Lago Eagles , well some of em by saying " Go Lancers !! " teehee . They're playing each other tonite ! lol	['Vista del Lago', 'Eagles', 'Lancers']
@DahlDana ooooh when's he releasing it ?	[]
@chazzy00 what we on tonight friend	[]
holy cow - I'm almost ready for sessions ! Walls painted , lights hung , backdrop system up and working ! Tomorrow ... http://fb.me/t8hzqbAZ	['holy cow']
I just took " ( ALL PARTS ) Your a normal belieber .... what happens when you find J ... " and got : Part 1 : Holidays !! Try it : http://bit.ly/aOcpG6	[]
Although , three months ? I may well be wrong on this . #cantdecide #wilty	[]
@Wale I just heard attention deficit today . Waay underrated but I still like more about nothing better	[]
super nintendo sega genesis , when i was dead broke man i couldn't picture this ! #nowplaying Juicy by Biggie	['nintendo', 'sega', 'genesis', 'picture this', 'nintendo sega genesis', 'Biggie']
Action is the foundational key to all success !.... take massive action today my friends ...... and watch synchronicities happen	['my friends']
RT @ChuckMetcalf : There will likely not be a proper episode this week , but we'll give you an update on the future of the show .	['this week', 'the future', 'the show']
Finna Chill Tonite !! Dont Feel Like Doinq Shxt My Mouth Hurts !!	[]
DUDE I CAN WATCH JENNIFERS BODY :O I KNOW WHAT IMMA BE DOING ALL WEEK xD I LOVE THESE MOVIES !	['I CAN', 'JENNIFERS BODY', 'IMMA BE']
Find out Why An Affiliate Home Business Is Better Than A Part Time Job : http://EzineArticles.com/4985692 EzineArticles	['Home Business', 'Better Than', 'Part Time', 'EzineArticles']
Photo : Travie hanging out with fans at 103.5 in Chicago today http://tumblr.com/xvliuc7q5	['Chicago', 'Travie']
@JustinxTyler i'm excited !! see you tonight !	['see you']
#jobs #careers #Greenville AT&T Full Time Retail Sales Consultant(s ) - Greenville , AL http://bit.ly/dflARA	['Full Time', 'Retail Sales', 'Greenville', 'AT&T', 'AL']
spending time with my mom #priceless	[]
Did somebody lose their shades ? Today's #cutepic winner has them ! http://twitpic.com/2pbm1d Congrats to @MissMarisa22 ! ( DM us your addy )	['Today']
@WildLives I do . I expect it . It's a lovely part of the day listening to a background of playground noises .	['the day']
im sick had a bad day hope thee game us good	['bad day']
I went to old navy today and bought two pairs of pants . Now I have three pairs of pants !	['old navy']
Ok off to bed BUT WHEN I WAKE UP I BETTER HAVE WON A T-SHIRT	['WAKE UP']
It is the 80 ' weekend ! I started today with some wonderful videos ; I'll be sharing with all of you more wonderful ... http://fb.me/G3Nzs97h	['all of you']
Headed to Davidson vs Blount with Bennett- love spending time with my son !	['my son', 'Davidson', 'Blount', 'Bennett-']
@xoLaurenParkxo Are you watching S2 ? He doesn't get one after all .	[]
@DEVEY2G no I liked the one u had had that time but I'm sure I cood make one wit my bro possibly	['the one']
@Syniq yeah , after a long week , I think we need an early night , so are heading to bed shortly . We'll pop over tomorrow afternoon tho '	[]
We are one step closer to our new kitchens . We chose a maker and had official measurements taken today !	['one step closer']
RT @angelfrmcanada : RT @kraftfoods Each time you RT this & include #KraftFightsHunger , we'll donate a meal to @FeedingAmerica Give us a ...	['#KraftFightsHunger']
We're on the tall ship Silva tonight . Still a few tickets available . Rain is gone and we're getting ready to set sail . 1030 PM we depart	['tall ship', 'Silva']
@CHRIS_Daughtry Aw ur cute when u get mad ur songs r Killing me I just Love Ur Voice ! even my bros do which is weird they don't like my stuff	['just Love']
@lovable_sin OMG OMG OMG ! Thank you for " tumblring " it to me , I so wasn't expecting them today . OMG !	['Thank you']
RT @ThePredator48 : I need all my followers 2 bring a new children's book to the game this Sunday for the @WRFoundation Redskins read boo ...	['the game', 'children', 'Redskins', "children's"]
@jesus_army :-( Mikes been at A&E all day and is now comfortable in a hospital bed :-( Hope you are both better soon .	['all day', 'Mikes', 'A&E']
@frankenteen So excited ! But .... I just called into work Tuesday night ... it's horrible but at the same time really important to work .	['So excited']
my heart stops when you look at me , just one touch now baby i believe <33	['look at me', 'my heart', 'one touch', 'i believe']
RT @momswithapps : A family-friendly app , FREE every Friday : http://bit.ly/97opLN ( this week's app by @snowglobemaker ) #appfriday	['this week']
RT @PrincePoppycock : A gentleman would never get his lipstick on a lady's hand when kissing it !	['lady']
This . RT @bethanyshondark : RT @duchess_rebecca : Twitter is going to be less fun tonight without the snarky Joos . Aw !!	['Twitter']
#reallymeans to love- can't get her outta my head wann spend every day with herz !	['outta my head', 'every day', 'herz']
I liked a YouTube video -- Testing Tomorrow http://youtu.be/aOYInsel7Qw?a	['YouTube']
Omfg I'm bailing out of the car right now my mom slapped me when I changed the radio off this Justin Bieber you smile I smile fucking song	['the car', 'right now', 'Justin Bieber']
I played this out not too long ago lol - http://www.youtube.com/watch?v=aWISNFAvGkw I really do like it even though it's utter shit .	['long ago']
@valdary sorry i meant my dad in the first tweet , my mums been dead 5 years .	['the first']
" smell . ( the lack of could only help when forced to go cowtipping with ram . ) " - @jenist wins ! your mineral water is in the mail .	['mineral water']
RT @mindykaling : When you wear your heart on your sleeve , make sure your shirt is f'ing dope .	['on your sleeve', 'heart on']
Peppers with Kathy ... where we always go when we don't know where to go .	['Kathy']
RT @shan7792 : its annoying tht ppl ask me what race i am before they ask me my name -_-	['me my', 'my name']
Spent all of last night puking , and all of today fretting . Some people totally fail to pick up the slack when you are away .	['last night']
RT @LilTwist : RT this if you want me to go back live on Ustream later tonight	['live on', 'Ustream']
Easy A tonight . WOOOO	[]
volunteering for the Rotary Club at the PoMo Terry Fox run . Should be an excellent time : come down and check it out on Sunday am !	['Terry Fox run', 'Club', 'Sunday am', 'Rotary Club']
NEW BLOG - ' Badass Babes Savin ' The Day ' -- CHIX 6 , The ROXPERIENCE WEEK 5 : BWW is excited to present a new blog , ... http://bit.ly/9QkhUC	['The Day', 'CHIX', 'ROXPERIENCE', 'BWW']
@LOOPYisLINDSAY hahaha . Nice . How was ur day 2day ?	[]
@KaiyhaBADDass for you ? when I see you ... seriously ...	['see you']
She Love Me Long Timeeeee	[]
RT @BadAssNigerian : Chillin w | @Brownin21 .... n gettin pierced this week < WHOOOOP !!!	['this week']
@iDame2Please yea u c da pic 1st Presbyterian all day lol	['all day']
RT @foxyscot30 : RT @_CorruptedAngel RT @tomcoates : Bit grumpy about the bloody Pope clogging up London tomorrow . I suggest we take Gay P ...	['Pope', 'London', 'Gay']
Its crazy that one day I have energy to do laundry , mop floors , scrub everything down and the next I don't even feel like doing anything !	[]
@danibuono yet , once I get my iPhone that's when I'ma scream TeamiPhone RT your_commander : _Shomari lol why u say u guess ? http:///T0UZh	['iPhone', 'TeamiPhone', '_Shomari']
Buck mountain tomorrow . #adirondacks #hiking	['Buck mountain']
@cassidyhaley ah , sorry hun . I'm not on call tonight , but I am a crisis worker , so you can call me anytime :)	['on call', 'call me']
6 - close tonight . Its gonna be a longg evening !	[]
so far the herring is a success . definitely needs a couple more days though	['so far']
@Genuine Will I be seeing you at #typeamom next week ?	['#typeamom']
RT @aBaddBeautyy : What did you say is happening at your house tonite @FlyHighBird ? * cough *-->> * cough *	[]
Bringing this one back . From last March . On tackles . On intent . More to say but for lack of time , here's this : http://ow.ly/2G4Mb ( Colin )	['Colin']
Awesome day	[]
8hr shift today yuck lol	[]
oh snap i got #blackandyellow on today .. just for wiz aha !	['wiz']
@RaniLovezYou Yeah , he's had a few shows over here . Great chef , glad I wasn't disappointed ! His wife gave birth a couple of days ago , aww .	['over here']
Called my homie at the door so she could get in Secrets free on Thursday ..... #HoodRatsNeedLoveToo	['the door']
Comment of the Day : The Depths of Poverty [ We Read You ]:	['the Day']
Oh wow . After like half a year of misaddressing them , Game Informer FINALLY corrected my label printing issues . Hope this one's good .	['a year', 'Game Informer', 'one']
RT @josielovesmcr : Danger Days : True Lives of The Fabulous Killjoys #mychemicalromance	[]
Goodmorning ? Just woke up .. Gonna study again for today's exams .. that's okay because later no more examinations ;)	['today', 'no more']
@BadgerBlogger LOL ! Yes it would have . " Let's have one every dang day ! "	['Let']
@soapsindepthcbs Disagree , disagree , no , no . When it's a finale , you can't really argue about stories/etc . ATWT went out great ... splendidly .	['ATWT']
someone may need to take away my mind , to stop me constantly drowning in my thoughts .	['stop me']
The day you left us was a day we lost a loved one . But we will never leave you , Michael . All our love forever .	['The day', 'Michael']
@MrOH1O I been waiting on that ALL DAY	['been waiting', 'ALL DAY']
Next week is Spirit Week at school ... Homecoming Week ... And Picture day on Tueday =\	['Tueday']
@majornelson I'm out of town this weekend ! dagnabbit ! Why does all the cool stuff happen when I leave ?	['the cool']
@TheGayDragon @RealmOfMachias Sir .. I SWEAR I had nothing to do with it this time .. honest .. please don't hurt me ..	['I SWEAR', 'this time']
RT @Silje954 : AW C'MON VOTE FOR @justinbieber as BEST NEW ARTIST -> http://on.mtv.com/9w2tWQ <-- GO AND VOTE , TIME IS RUNNING OUT ! ...	[]
RT @eliseven : RT @yehudaberg : join me & thousands of people around the world tomorrow in a synchronized prayer 4 peace . 4pm PST . http:// ...	['around the world', 'the world tomorrow', 'join me']
If you're a guy & I keep hurting your " feelings " all the time , something ain't right . Chin up nigga DAMN . So unattractive .	['the time']
I just had to step into my office ( front porch ) again . Lol . I feel like everything happening today is highly unusual . I like it a lot !	[]
Wonder what the new Green Day album will called , Tre's Penis ?	['what the', 'Green Day', 'Penis']
" Always play them before they can play you " - Joy Huhn	['Joy', 'Joy Huhn']
@colintattum It's already tomorrow in Australia so can you tell just me now ?!	['just me', 'Australia']
@Tink3rbell94 going to GA , don't know why but when I thought about it ATL stood out in my mind . I have time to plan it properly though :)	['GA', 'ATL']
@zedohhee hehehe-ahh I love the trolling XD I'm sure you can spell propah guud ( when you try really hard ) :)	[]
#JenniferAniston quote of the day : I don't have a religion . I believe in a God . I don't know what it looks like ( cont ) http://tl.gd/63av0t	['quote of the day', 'I believe', 'God']
Today's is @Elyse_D's last day before she goes on Maternity leave . Please take a moment to wish her well . We'll miss you !!!	['Maternity leave', 'Today', 'take a moment', 'miss you']
@thevoiceoverguy 9 days then Sydney	['Sydney']
Beddy bye for sleepy time xx	[]
@Dishfunctional yeah . big time dancer . i might worship her a bit	['big time']
@MsAustinTaylor whats been going on today ?	['going on']
On the bus . Full of people - thank goodness it's Friday !!	['the bus', 'Friday']
no work tonight . going to a sweet sixteen . shirt and tie . free food . why not .	['sweet sixteen']
@JennyVeronica92 thats whassup . when u posed to be comin out here	['out here']
@davidcushman David , I just realised the other day you're no longer at Brando ? How come ? Doing your own thing ?! ( ps yeah it sucks ! )	['David', 'the other', 'Brando', 'your own thing']
When I go to that musical I'm staying near old people so they'll cry w/me like Les Miserables :')	['Les Miserables']
Hendrix died 40 years ago ... but his studio lives on . A look at NYC's Electric Lady Studios , past and present : http://ow.ly/2G49m	['Hendrix', 'Electric Lady Studios', 'NYC', 'past and present']
Safety Day tomorrow at North Phoenix ATA . Kids Self-Defense class from 12-1 pm , Safety Presentation from 1-2 , Adult Self-Defense from 2-3 .	['North', 'Phoenix']
I ain wear makeup in almost 2 weeks	[]
Ready for tonight	[]
U accused me of doin something . So u ain't talkin to me till Wednesday . Ok . Imma get on twitter since u say I did . Now u mad I'm on twitter !	['twitter']
@dragonjones couldn't help but notice you look uncomfortable when you walk . I am guessing you have a back problem .	[]
Can your CMS guarantee pixel-precise output when compared to our MS-Paint designs ? #cmsretractions	['MS-Paint']
Win $100 Visa card ! http://www.alimartell.com/index.php/2010/09/14/its-the-most-wonderful-time-of-the-year-and-im-about-to-make-it-100-better	[]
@TempestBeauty Ive heard of that . Hadn't heard it called that before . I considered it but my hair is so oily , I think I would look dirty . :)	[]
@lilwhitebear @GrouchoDuke I'm not kidding ! I used a book which was published in 2008 ( last year ) ... it was an awesome book !	['last year']
I straightened my hair today i feel all purdy and junk :)	[]
@TheEllenShow #AskEllen Hi Ellen . Can you ask Portia when she's going to make a Twitter account ? Love you both so much ! Xo	['Ellen', 'Portia', 'she', 'Twitter', 'Love you']
@Sophieeander will .. Dont go !! Cause its your last year i know the school suck but you should go to school ^^ " HK can wait for u .. !!	['last year', 'HK']
going to talk vill into gettinhg reach today . want it in time for sundays reacharound gamenight	['sundays']
@SashaGrey i am your big fan but i live too far , when do you come in orlando one day let me know ok	['let me know', 'orlando']
@aaronpfenning is there any chance we'll be able to buy some of your music by the time you start touring again ?	['the time']
@onephotojourney Thanks for the follow friday bump ! :)	[]
@EimearJedward auditioning on sunday :) xo	[]
anyway tonight was awesome but @cammieahch left really early :/	[]
It's the fescue turf grass aeration & overseeding season for Atlanta & N . Georgia . Do some evaluation & planning beforehand , there's time	['fescue', 'grass', 'Atlanta', 'N', 'Georgia', 'there']
@MWgirl I have a date tonight , otherwise I would ! Expect a call or text from me later , though ;-)	[]
I got a very , very fun item from FedEx today . I'm so excited to add it to my demo bag ! #PassionParties . #WAHM	['FedEx', 'so excited']
Engadget : Sky 3D enlists Stephen Fry to explain the technology ahead of its October 1 launch ( video ): With the of ... http://bit.ly/abRALO	['Stephen Fry', 'Sky', '3D', 'Sky 3D']
Happy B-Day Jimmie Johnson FLYING LIZARD	['Jimmie Johnson']
It's near ! RT @skinnyemmie : RT @shesafitchick : 989 followers !! RT to help me hit 1000 today please ! :) #fitblog #hls #31DBBB	['help me']
MD Jobs | Executive Pharmacist-Full Time Float-Ellicott City , MD Job ( MD ) http://bit.ly/daNH6v #Job #Hiring #MDJobs	['MD', 'Job']
Let's go to New York tomorrow with Blakehurst . Contact us about your fall/winter trave @ 410-336-3234	['New York', 'Let', 'Blakehurst']
RT @ravenalexis Wanna meet me , @jessejane , @rileysteele , and @kayden_kross ? Come to the Body Heat signing at Hustler Hollywood Sep 23rd 8-10pm	['the Body', 'Body Heat', 'Hustler Hollywood']
RT @WakaFlocka1017 : SO WHEN I GET ON 106 N JOKE AROUND YALL TALK ABOUT ME LIKE A DOG SHAWTY BUT WHEN I BUY 30,000 WORTH SCHOOL SUPPLY N ...	['LIKE A DOG']
Ima start going to the dr once a month so I get my moneys worth	[]
RT @itsJuliaHardy @WanderingRyu I noticed a Ryu shaped hole in the show ... ;) Def tune in next week if u can . XX	['the show', 'Ryu']
When your database of all staff is on a flash drive that goes missing #flash #database #Security http://bit.ly/b1lWKW	[]
I don't mean to sound old , but today's music is wack .	['today']
Come to " 6th Biannual 24 Hour Prayer Focus " Saturday , November 13 from 10:00 am to 1:00 pm . Mark the Date !!! http://fb.me/JyYXPmql	['November', 'Mark']
@hunleyd What is taking them sooo long ?	[]
@TATTEDUP_FLYTY lol Hmmm .. man u kno when u tripped LMao	[]
RT @johan0394 : Soulja Boy | TheDeAndreWay.com -- The DeAndre Way in stores Nov 2 , 2010 http://t.co/eoELod9 via @SouljaBoy	['Soulja Boy', 'Nov', 'DeAndre Way']
@keoghsie It's been ages !! How are you ? We've been doing non-Twitter stuff for a while , but now have time for yapping again ! HUrrah !!	[]
No Good Punk : Thug knocks 84-year-old to the ground , steals her purse http://lsnlw.com/t/4188153892/	[]
@XrisLastRights yep ... we don't have anything here ... ( ok , we've had mcfly one year ago but .. that's it )	['mcfly']
@MiggleM We'll catch up some time ... * knows this won't happen *	[]
@yungtybrownski just weak lol . You gone go Hamm next Thursday on team darkness	['Hamm']
All The Time	['The Time']
" You may have given up on me , but I'm not given up on you . " -The Boy You Use To Love	[]
RT @kktv11news : Woman Gets Year In Prison in Dog's Dragging Death http://goo.gl/fb/WcjLV	['Dog']
RT @ChicagoFire : Join the TIFO CREW says @Section8Chicago's Dan Martin in this week's S8 blog : http://ow.ly/2G43u	['this week', 'TIFO', 'Dan', 'Martin', 'Dan Martin', 'S8']
Use My Shopping Genie before ?? How did it work for you ? Try it out here http://bit.ly/cawTJF	['out here']
@philmacaulay Recently appreciated how amazing night time is :D	['night time']
RT @HRosenfelder - Educate yourself about long-term care by going to http://www.ltcfp.com . #financial	[]
Telly was junk last week	['Telly']
Train with us for the HCA 8K ! We start tomorrow morning at 7:30 am at the showroom !	['tomorrow morning', 'HCA']
" You'll find that when you seek to understand first you won't feel a need to be understood as much . " - @TonyGaskins	[]
RT @Durell_G : When life throws u lemons ... Throw them back .. < make lemonade or @giapo sorbet ?	[]
Madden tonite !!! the homie going down ! Better get then clips ready ! For my free cut !! Ha ha	['Madden', 'Ha ha']
sexy azz @RICCOBARRINO tweeted me but can i get a follow baby ??? and i got you i will let my folks know ... when is the new album ?? i willget	['can i get a', 'i got you', 'you i', 'i will']
@EssieLovesYou yesterday i had a kings of leon marathon . i slept happy ll !	['kings of leon']
The Maccabees are the love of my life . one day i will be married to all of them .	['love of my life', 'The Maccabees', 'i will be']
@chrislhayes That's nothing compared to the LaserDiscs I picked up at goodwill the other day . Completely useless those .	['the other', 'LaserDiscs', 'goodwill']
September dates to remember : http://fb.me/zUJIeN0U	[]
@i_r_squared In December , I would advise against that .	[]
UT : John Chiles out , Mike Davis in : Texas wide receiver John Chiles has been ruled out of Saturday night's game wit ... http://es.pn/aBLrXN	['UT', 'John Chiles', 'Mike Davis', 'wide receiver', 'Saturday night', 'Texas']
@cosmicblend but you ARE coming tonight , right ?	[]
Edmonton dealers raise $320000 for Special Olympics : By Tim Yip , Edmonton Journal September 17 , 2010 2:03 PM Chari ... http://bit.ly/b0CYjb	['Special Olympics', 'Edmonton', 'Edmonton Journal', 'Tim']
# howtohustle.net Prodigy Will Be Released In February http://bit.ly/c3yxYy	[]
RT @BLKICE3 : Free before 10:30 .... Wear All Black People !!!! http://twitpic.com/2pd1vc	['All Black', 'Black People']
Made it back home to GA . It sucks not to be at Disney world , but its good to be home . Time to start planning the next Disney World trip .	['back home', 'GA', 'Disney']
RT @BitchImYerp : all the badd biddies gon have lingerie on tonite at #obsessions so ima wear my cheetah print thong ! lmfao	[]
@tjmota I am wishing you happy birthday now , because I can't remember when your birthday really is except that it's around now .	['happy birthday', 'remember when']
I wanna go to the mall SO bad . Not enough hours in a day	['I wanna', 'the mall']
Great #fail photo from @joshbuisch , who gets my #FF vote for the day for being hilarious ! http://bit.ly/bA3lUl	['the day']
RT @CocaineBesos : Time Is Money , Don't Have Time For That Other Shit *	[]
Winner will be chosen Monday morning . Get your caption in the funny photo caption contest- Nadal and Novak in the tub http://ow.ly/2G3Jh	['Monday morning', 'photo caption', 'the tub', 'Nadal', 'Novak']
OMG ! Miley Cyrus Has A 14-Year-Old Stalker ! : First Paris Hilton , now Miley Cyrus ! Cops responded to a break in cal ... http://bit.ly/cd6OPC	['Miley Cyrus', 'Paris Hilton']
@leeboardman and three points on sunday ..... na night !!	['three points']
RT @BomadeBeverage #TEAMBOMADE everywhere ! today from 7-10pm Golf Mixer at Trophy Club Gwinnett 3254 Clu ... http://schmap.it/YoLAXI?a <-- MAP	['Trophy Club', 'Golf', 'Gwinnett']
Mostly clear tonight , low 63 ( 17 C ) . Sunny Saturday , high near 86 ( 30 C ) .	['Sunny', 'Sunny Saturday']
